-58,0.017605,-0.015823,0.410873,439.643226,439.841557,395.968163,455.331776
-57,0.017156,-0.012989,0.41352,435.709903,435.953355,392.117996,451.332618
-56,0.016739,-0.009617,0.416056,432.365207,432.633152,388.674629,447.70997
-55,0.01633,-0.005809,0.418427,429.59614,429.865809,385.644745,444.47306
-54,0.015961,-0.001846,0.42058,427.539123,427.790342,383.184418,441.80782
-53,0.015571,0.001931,0.422461,426.336956,426.557781,381.466104,439.922306
-52,0.015217,0.005416,0.424028,425.891529,426.080025,380.434783,438.760162
-51,0.014958,0.008504,0.425238,426.127127,426.290205,380.053244,438.283896
-50,0.0146,0.010842,0.426058,427.117721,427.271395,380.438139,438.643116
-49,0.014385,0.012643,0.426465,428.613593,428.775226,381.361827,439.570097
-48,0.014182,0.01368,0.42644,430.564937,430.752885,382.817739,441.072177
-47,0.013987,0.013979,0.425972,432.918897,433.148904,384.759357,443.094225
-46,0.013843,0.013573,0.425073,435.500722,435.781705,387.035941,445.47009
-45,0.013793,0.012566,0.423749,438.162748,438.495877,389.50874,448.040466
-44,0.013706,0.010816,0.422025,440.962918,441.343437,392.238294,450.885046
-43,0.013719,0.008626,0.41994,443.594996,444.008584,394.925671,453.659653
-42,0.013735,0.005946,0.417532,446.036225,446.463157,397.551422,456.352402
-41,0.013824,0.002863,0.414853,448.227067,448.645082,400.048303,458.891081
-40,0.013929,-0.000398,0.41197,449.936044,450.321723,402.189231,461.021899
-39,0.014039,-0.003722,0.408943,451.073706,451.40774,403.880889,462.64438
-38,0.014271,-0.007044,0.405849,451.64298,451.913611,405.112194,463.754923
-37,0.014424,-0.00997,0.402768,451.366322,451.57345,405.600173,464.029613
-36,0.014652,-0.012452,0.399776,450.332093,450.486792,405.407801,463.546762
-35,0.014942,-0.014281,0.396955,448.51913,448.642778,404.484469,462.250157
-34,0.015175,-0.015164,0.394391,445.907743,446.02874,402.767089,460.063256
-33,0.01545,-0.015053,0.392148,442.670678,442.815329,400.380281,457.12888
-32,0.015778,-0.013914,0.390297,439.090741,439.275785,397.535415,453.684545
-31,0.016045,-0.011574,0.388898,435.250734,435.480233,394.26067,449.756134
-30,0.016366,-0.008302,0.387985,431.588828,431.849527,390.937354,445.780802
-29,0.016652,-0.004237,0.387589,428.40637,428.672962,387.82075,442.04816
-28,0.016967,0.000386,0.387721,425.913205,426.157463,385.113645,438.795013
-27,0.017279,0.0052,0.388368,424.39789,424.597983,383.109642,436.36213
-26,0.017507,0.009664,0.38951,424.092766,424.244758,382.087935,435.087787
-25,0.017868,0.013672,0.391108,424.887544,425.005804,381.989641,434.91053
-24,0.018095,0.016555,0.393101,426.944616,427.064807,383.058275,436.135395
-23,0.018341,0.018185,0.395433,430.02353,430.189103,385.124761,438.584371
-22,0.018617,0.018394,0.398027,433.913081,434.163829,388.043416,442.105198
-21,0.018835,0.017038,0.4008,438.353618,438.712153,391.617358,446.487901
-20,0.019003,0.014191,0.403677,443.0068,443.46851,395.549195,451.398386
-19,0.019223,0.010214,0.406577,447.430767,447.963122,399.419576,456.345355
-18,0.019347,0.005234,0.409413,451.315262,451.862819,402.952726,461.007983
-17,0.019487,-0.000241,0.412123,454.310525,454.813529,405.800519,464.957895
-16,0.01956,-0.005689,0.414634,456.056714,456.466843,407.616703,467.76319
-15,0.019635,-0.010779,0.416887,456.463616,456.758217,408.309523,469.283378
-14,0.019679,-0.015001,0.418835,455.410529,455.600502,407.741313,469.315604
-13,0.019651,-0.017942,0.420436,452.956146,453.081288,405.929007,467.834155
-12,0.019613,-0.01944,0.421658,449.31696,449.429136,403.038912,464.999331
-11,0.019597,-0.019374,0.422486,444.897955,445.043998,399.380867,461.13701
-10,0.019425,-0.017566,0.422906,439.916406,440.124515,395.093637,456.383434
-9,0.019325,-0.014453,0.422918,435.059333,435.326701,390.77216,451.426017
-8,0.01918,-0.010122,0.422536,430.589601,430.890895,386.623037,446.502528
-7,0.018937,-0.004952,0.421777,426.972991,427.268314,383.0625,442.101792
-6,0.018748,0.000461,0.420667,424.475603,424.73065,380.389288,438.60171
-5,0.018453,0.005727,0.419247,423.330884,423.526925,378.851339,436.307402
-4,0.018211,0.010453,0.417555,423.492607,423.635282,378.478968,435.285322
-3,0.017846,0.014018,0.415639,425.034106,425.153757,379.428788,435.757169
-2,0.017497,0.016308,0.413555,427.693653,427.831718,381.507835,437.526096
-1,0.017161,0.017116,0.411353,431.219694,431.416531,384.536035,440.417091
0,0.016702,0.01628,0.409093,435.319235,435.599474,388.282057,444.198583
